Source ,Bureau of Labor Statistics ,,,
Note,Employment % Change(not seasonal adjusted),,,
URL ,https://data.bls.gov/pdq/SurveyOutputServlet,,,
,,,,
Fips ,Geography ,Years ,Statistics ,Value
18079,"Jennings, IN",2000,Employment ,13639
18081,"Johnson, IN",2000,Employment ,61843
18083,"Knox, IN",2000,Employment ,18741
18085,"Kosciusko, IN",2000,Employment ,38248
18087,"Lagrange, IN",2000,Employment ,16479
18089,"Lake, IN",2000,Employment ,216712
18091,"LaPorte, IN",2000,Employment ,51890
18093,"Lawrence, IN",2000,Employment ,21971
18095,"Madison, IN",2000,Employment ,61399
18097,"Marion, IN",2000,Employment ,442211
18099,"Marshall, IN",2000,Employment ,22564
18101,"Martin, IN",2000,Employment ,4897
18103,"Miami, IN",2000,Employment ,16957
18105,"Monroe, IN",2000,Employment ,61992
18107,"Montgomery, IN",2000,Employment ,19134
18109,"Morgan, IN",2000,Employment ,34647
18111,"Newton, IN",2000,Employment ,7036
18113,"Noble, IN",2000,Employment ,23697
18115,"Ohio, IN",2000,Employment ,2881
18117,"Orange, IN",2000,Employment ,9154
18119,"Owen, IN",2000,Employment ,10405
18121,"Parke, IN",2000,Employment ,7728
18123,"Perry, IN",2000,Employment ,9036
18125,"Pike, IN",2000,Employment ,6120
18127,"Porter, IN",2000,Employment ,75181
18129,"Posey, IN",2000,Employment ,13419
18131,"Pulaski, IN",2000,Employment ,6455
18133,"Putnam, IN",2000,Employment ,16599
18135,"Randolph, IN",2000,Employment ,13004
18137,"Ripley, IN",2000,Employment ,13349
18139,"Rush, IN",2000,Employment ,9203
18141,"St. Joseph, IN",2000,Employment ,129774
18143,"Scott, IN",2000,Employment ,10894
18145,"Shelby, IN",2000,Employment ,22906
18147,"Spencer, IN",2000,Employment ,10580
18149,"Starke, IN",2000,Employment ,10300
18151,"Steuben, IN",2000,Employment ,17897
18153,"Sullivan, IN",2000,Employment ,8728
18155,"Switzerland, IN",2000,Employment ,4759
18157,"Tippecanoe, IN",2000,Employment ,75826
18159,"Tipton, IN",2000,Employment ,8436
18161,"Union, IN",2000,Employment ,3670
18163,"Vanderburgh, IN",2000,Employment ,86739
18165,"Vermillion, IN",2000,Employment ,7746
18167,"Vigo, IN",2000,Employment ,48666
18169,"Wabash, IN",2000,Employment ,17513
18171,"Warren, IN",2000,Employment ,4359
18173,"Warrick, IN",2000,Employment ,27452
18175,"Washington, IN",2000,Employment ,13489
18177,"Wayne, IN",2000,Employment ,34175
18179,"Wells, IN",2000,Employment ,14499
18181,"White, IN",2000,Employment ,13169
18183,"Whitley, IN",2000,Employment ,16635
18000,Indiana,1995,Employment ,2991096
18001,"Adams, IN",1995,Employment ,16005
18003,"Allen, IN",1995,Employment ,169801
18005,"Bartholomew, IN",1995,Employment ,38986
18007,"Benton, IN",1995,Employment ,5152
18009,"Blackford, IN",1995,Employment ,6085
18011,"Boone, IN",1995,Employment ,22923
18013,"Brown, IN",1995,Employment ,8469
18015,"Carroll, IN",1995,Employment ,11752
18017,"Cass, IN",1995,Employment ,17924
18019,"Clark, IN",1995,Employment ,48551
18021,"Clay, IN",1995,Employment ,12497
18023,"Clinton, IN",1995,Employment ,15401
18025,"Crawford, IN",1995,Employment ,4427
18027,"Daviess, IN",1995,Employment ,13179
18029,"Dearborn, IN",1995,Employment ,21133
18031,"Decatur, IN",1995,Employment ,14836
18033,"DeKalb, IN",1995,Employment ,20669
18035,"Delaware, IN",1995,Employment ,63871
18037,"Dubois, IN",1995,Employment ,22111
18039,"Elkhart, IN",1995,Employment ,93478
18041,"Fayette, IN",1995,Employment ,11312
18043,"Floyd, IN",1995,Employment ,36104
18045,"Fountain, IN",1995,Employment ,8365
18047,"Franklin, IN",1995,Employment ,10344
18049,"Fulton, IN",1995,Employment ,10352
18051,"Gibson, IN",1995,Employment ,15205
18053,"Grant, IN",1995,Employment ,34385
18055,"Greene, IN",1995,Employment ,14422
18057,"Hamilton, IN",1995,Employment ,80315
18059,"Hancock, IN",1995,Employment ,27679
18061,"Harrison, IN",1995,Employment ,16669
18063,"Hendricks, IN",1995,Employment ,47417
18065,"Henry, IN",1995,Employment ,23990
18067,"Howard, IN",1995,Employment ,42594
18069,"Huntington, IN",1995,Employment ,19887
18071,"Jackson, IN",1995,Employment ,21299
18073,"Jasper, IN",1995,Employment ,13685
18075,"Jay, IN",1995,Employment ,11455
18077,"Jefferson, IN",1995,Employment ,14490
18079,"Jennings, IN",1995,Employment ,13789
18081,"Johnson, IN",1995,Employment ,56301
18083,"Knox, IN",1995,Employment ,20202
18085,"Kosciusko, IN",1995,Employment ,38502
18087,"Lagrange, IN",1995,Employment ,18315
18089,"Lake, IN",1995,Employment ,214582
18091,"LaPorte, IN",1995,Employment ,53076
18093,"Lawrence, IN",1995,Employment ,23529
18095,"Madison, IN",1995,Employment ,64172
18097,"Marion, IN",1995,Employment ,439938
18099,"Marshall, IN",1995,Employment ,25724
18101,"Martin, IN",1995,Employment ,5018
18103,"Miami, IN",1995,Employment ,14658
18105,"Monroe, IN",1995,Employment ,59084
18107,"Montgomery, IN",1995,Employment ,19801
18109,"Morgan, IN",1995,Employment ,32543
18111,"Newton, IN",1995,Employment ,6569
18113,"Noble, IN",1995,Employment ,23798
18115,"Ohio, IN",1995,Employment ,2555
18117,"Orange, IN",1995,Employment ,8624
18119,"Owen, IN",1995,Employment ,9554
18121,"Parke, IN",1995,Employment ,7348
18123,"Perry, IN",1995,Employment ,8606
18125,"Pike, IN",1995,Employment ,5939
18127,"Porter, IN",1995,Employment ,70032
18129,"Posey, IN",1995,Employment ,13504
18131,"Pulaski, IN",1995,Employment ,6037
18133,"Putnam, IN",1995,Employment ,16686
18135,"Randolph, IN",1995,Employment ,11887
18137,"Ripley, IN",1995,Employment ,13022
18139,"Rush, IN",1995,Employment ,9838
18141,"St. Joseph, IN",1995,Employment ,132433
18143,"Scott, IN",1995,Employment ,10125
18145,"Shelby, IN",1995,Employment ,22556
18147,"Spencer, IN",1995,Employment ,10643
18149,"Starke, IN",1995,Employment ,10805
18151,"Steuben, IN",1995,Employment ,17340
18153,"Sullivan, IN",1995,Employment ,9482
18155,"Switzerland, IN",1995,Employment ,4202
18157,"Tippecanoe, IN",1995,Employment ,71160
18159,"Tipton, IN",1995,Employment ,8861
18161,"Union, IN",1995,Employment ,3796
18163,"Vanderburgh, IN",1995,Employment ,87829
18165,"Vermillion, IN",1995,Employment ,7799
18167,"Vigo, IN",1995,Employment ,51873
18169,"Wabash, IN",1995,Employment ,17740
18171,"Warren, IN",1995,Employment ,3856
18173,"Warrick, IN",1995,Employment ,26609
18175,"Washington, IN",1995,Employment ,11433
18177,"Wayne, IN",1995,Employment ,36919
18179,"Wells, IN",1995,Employment ,14359
18181,"White, IN",1995,Employment ,14951
18183,"Whitley, IN",1995,Employment ,15879
